iter	Logloss	Accuracy
306	0.292264214	0.91375
307	0.2919965093	0.91375
308	0.2916476615	0.91375
309	0.2916172851	0.91375
310	0.2914707921	0.91375
311	0.291310255	0.91375
312	0.2910417956	0.91375
313	0.2907951298	0.91625
314	0.2901049221	0.91625
315	0.290021228	0.915
316	0.2894273408	0.91375
317	0.2891029778	0.915
318	0.288960662	0.91375
319	0.2887710481	0.915
320	0.2884744756	0.915
321	0.2882350163	0.915
322	0.2880978681	0.915
323	0.287874912	0.915
324	0.2871180708	0.91875
325	0.2861496961	0.9175
326	0.2860354228	0.9175
327	0.2859334635	0.9175
328	0.2854939147	0.91875
329	0.2846915826	0.91875
330	0.2845630244	0.91875
331	0.2839832838	0.92
332	0.2835027101	0.92
333	0.2830372032	0.92125
334	0.2829695383	0.92125
335	0.2827398047	0.92125
336	0.2824705026	0.92125
337	0.2822547736	0.92125
338	0.2821507055	0.92125
339	0.2819161359	0.9225
340	0.2818316755	0.9225
341	0.2818152777	0.9225
342	0.2817603626	0.9225
343	0.2815872434	0.9225
344	0.2806411037	0.9225
345	0.2800248638	0.92375
346	0.2798807853	0.9225
347	0.2798130847	0.9225
348	0.2796830501	0.92375
349	0.2790078032	0.92375
350	0.2788718373	0.92375
351	0.2787947864	0.92375
352	0.2786836621	0.92375
353	0.2781454221	0.92375
354	0.2779792383	0.925
355	0.2778576075	0.925
356	0.277624435	0.925
357	0.2775775878	0.92375
358	0.2768944427	0.925
359	0.27671839	0.925
360	0.2766547465	0.92625
361	0.2762614828	0.9275
362	0.2755866424	0.92375
363	0.2751568724	0.925
364	0.2750004963	0.92375
365	0.2749460053	0.925
366	0.2747147522	0.925
367	0.2746793577	0.925
368	0.274312842	0.925
369	0.2740911665	0.925
370	0.2740398504	0.925
371	0.273997334	0.925
372	0.2732929407	0.925
373	0.2725376719	0.925
374	0.2725181677	0.925
375	0.2724674232	0.925
376	0.2720794345	0.925
377	0.2718653104	0.925
378	0.2716884756	0.925
379	0.2715693553	0.925
380	0.2710069822	0.925
381	0.2708612804	0.925
382	0.270808082	0.925
383	0.2707599422	0.925
384	0.2704008413	0.925
385	0.2703627706	0.925
386	0.2699229039	0.925
387	0.2698575999	0.925
388	0.2695173764	0.925
389	0.2689457366	0.92625
390	0.2685278496	0.92625
391	0.2680661923	0.92625
392	0.2677973267	0.92625
393	0.2675248687	0.92625
394	0.2670938518	0.92625
395	0.2668986264	0.92625
396	0.2668448347	0.92625
397	0.2665134165	0.92625
398	0.2660076581	0.9275
399	0.2656726372	0.9275
400	0.2654978449	0.9275
401	0.2653987542	0.9275
402	0.2649768625	0.9275
403	0.2641561789	0.9275
404	0.264040625	0.9275
405	0.2636347928	0.9275
406	0.2635916064	0.9275
407	0.2633655603	0.9275
408	0.2631943607	0.9275
409	0.2631136736	0.9275
410	0.2629997777	0.9275
411	0.2624891844	0.92875
412	0.2624818663	0.92875
413	0.2621367815	0.93
414	0.2620927228	0.93
415	0.2619142431	0.93
416	0.2618867048	0.93
417	0.2617781614	0.93
418	0.2613924952	0.93
419	0.2613597095	0.93
420	0.2612520905	0.93
421	0.2611972435	0.93
422	0.2606271002	0.93
423	0.2601170476	0.93
424	0.2600411827	0.93
425	0.2599464753	0.93
426	0.2595674391	0.92875
427	0.2586134879	0.93
428	0.2580923979	0.93125
429	0.2575334457	0.93375
430	0.2574710419	0.93375
431	0.2568277304	0.9325
432	0.2557919746	0.93375
433	0.2557774539	0.93375
434	0.255499103	0.93375
435	0.2553430872	0.93375
436	0.2550429146	0.93375
437	0.2546647472	0.93375
438	0.2545316945	0.93375
439	0.2542239517	0.93375
440	0.2534131038	0.93375
441	0.2532485317	0.93375
442	0.2529679427	0.93375
443	0.2527537596	0.93375
444	0.2525771563	0.93375
445	0.2518198403	0.93375
446	0.251699637	0.93375
447	0.2514849262	0.93375
448	0.2514378339	0.93375
449	0.251271102	0.93375
450	0.2512377158	0.93375
451	0.2511946498	0.93375
452	0.2507534804	0.93375
453	0.250659206	0.93375
454	0.2504240352	0.93375
455	0.2500339401	0.93375
456	0.24968159	0.93375
457	0.2493144169	0.93375
458	0.249270388	0.93375
459	0.2488896351	0.93375
460	0.248695177	0.93375
461	0.2486536231	0.93375
462	0.2482926602	0.93375
463	0.2481390306	0.93375
464	0.2479394107	0.93375
465	0.2477722648	0.93375
466	0.247567164	0.935
467	0.2473967151	0.93375
468	0.2468243727	0.93375
469	0.2464043249	0.93375
470	0.2460705093	0.935
471	0.2459944926	0.935
472	0.2458820891	0.935
473	0.2458030744	0.935
474	0.2451046004	0.935
475	0.2446490948	0.935
476	0.2444391749	0.935
477	0.2444033328	0.935
478	0.2443887848	0.935
479	0.2441308514	0.935
480	0.2439728148	0.935
481	0.2438663891	0.935
482	0.2437145111	0.935
483	0.2434513401	0.935
484	0.243154549	0.935
485	0.2427983192	0.935
486	0.2423128058	0.935
487	0.2418387059	0.93625
488	0.2413875794	0.93625
489	0.2412825955	0.93625
490	0.2409788573	0.93625
491	0.2409457582	0.93625
492	0.2406877086	0.93625
493	0.2405837729	0.93625
494	0.2403118468	0.93625
495	0.2397617553	0.93625
496	0.2394278824	0.9375
497	0.2393307575	0.9375
498	0.2391795266	0.9375
499	0.2385563438	0.9375
500	0.2382592836	0.9375
501	0.2381090815	0.9375
502	0.2378989267	0.9375
503	0.237556636	0.9375
504	0.2374554437	0.9375
505	0.2368895419	0.9375
506	0.236488676	0.9375
507	0.2361115404	0.9375
508	0.236027343	0.9375
509	0.235032073	0.9375
510	0.2348193148	0.9375
511	0.2346555312	0.9375
512	0.2344991449	0.9375
513	0.2341775082	0.9375
514	0.2337353202	0.9375
515	0.2334481976	0.9375
516	0.2333465653	0.9375
517	0.2332404961	0.9375
518	0.232901613	0.9375
519	0.2325838788	0.9375
520	0.2324886542	0.9375
521	0.2321947253	0.9375
522	0.2317234935	0.9375
523	0.2314187215	0.9375
524	0.2313051215	0.9375
525	0.2308466911	0.9375
526	0.2304080095	0.9375
527	0.2301161146	0.9375
528	0.2296655099	0.9375
529	0.2293876568	0.93875
530	0.2288292407	0.94
531	0.2287520911	0.94
532	0.2285763868	0.94
533	0.2283679753	0.94
534	0.2283517139	0.94
535	0.2283211556	0.94
536	0.2282852795	0.94
537	0.227935733	0.93875
538	0.2276058201	0.9375
539	0.2275520802	0.9375
540	0.2271215968	0.94
541	0.2267084136	0.94
542	0.2266511266	0.94
543	0.2264206806	0.94
544	0.2263216168	0.94
545	0.2260870894	0.94
546	0.2257602576	0.94
547	0.2252975242	0.94
548	0.2252128241	0.94
549	0.2250077574	0.94
550	0.2249052942	0.94
551	0.2248518553	0.94
552	0.2246800481	0.94
553	0.2246516526	0.94
554	0.2244561245	0.94
555	0.2238433792	0.94
556	0.2237782958	0.94125
557	0.2237547468	0.94125
558	0.2233478937	0.94125
559	0.2231455005	0.94125
560	0.22265935	0.94125
561	0.2226076728	0.94125
562	0.2225426727	0.94125
563	0.2221962686	0.94125
564	0.2221452899	0.94125
565	0.2217139035	0.94125
566	0.2215333663	0.94125
567	0.2213272814	0.94
568	0.2210878322	0.9425
569	0.2210242565	0.9425
570	0.2207750706	0.94125
571	0.2206885873	0.94125
572	0.2204858148	0.94125
573	0.2204550852	0.94125
574	0.220441179	0.94125
575	0.2201906842	0.94125
576	0.2198876204	0.94125
577	0.2195631408	0.94125
578	0.2192702616	0.94125
579	0.219143465	0.94125
580	0.2188455157	0.9425
581	0.2186735783	0.94375
582	0.2184283907	0.945
583	0.2181865841	0.945
584	0.2177518772	0.945
585	0.2176833161	0.945
586	0.2172922705	0.945
587	0.2169667231	0.945
588	0.2167749689	0.945
589	0.2163038436	0.94625
590	0.2157518642	0.94625
591	0.2155610776	0.94625
592	0.2153529974	0.945
593	0.2152203352	0.945
594	0.2151080397	0.945
595	0.2147452711	0.94625
596	0.2145381974	0.94625
597	0.2142934099	0.94625
